//该系数为 实际值*100000
//注意：若取值<0，则无效。
//密度范围：355～685，单位：kg/m³
//温度范围：-40.0～+65.0，单位：℃
//355      360      365      370      375      380      385      390      395      400      405      410      415      420      425      430      435      440      445      450      455      460      465      470      475      480      485      490      495      500      505      510      515      520      525      530      535      540      545      550      555      560      565      570      575      580      585      590      595      600      605      610      615      620      625      630      635      640      645      650      655      660      665      670      675      680      685      	kg/m³
 131497	 130187	 128856	 127670	 126605	 125638	 124757	 123949	 123203	 122513	 121872	 121275	 120716	 120192	 119700	 119236	 118650	 118101	 117587	 117105	 116650	 116222	 115817	 115434	 115036	 114652	 114290	 113947	 113622	 113313	 113018	 112697	 112360	 112042	 111743	 111460	 111193	 110939	 110699	 110471	 110254	 110047	 109829	 109592	 109368	 109155	 108953	 108763	 108583	 108413	 108252	 108099	 107954	 107817	 107667	 107420	 107252	 107111	 106980	 106860	 106750	 106627	 106493	 106378	 106270	 106169	 106073		//-35.0 ℃
 131264	 129959	 128636	 127457	 126397	 125436	 124560	 123756	 123015	 122329	 121692	 121099	 120543	 120023	 119534	 119073	 118491	 117946	 117436	 116957	 116506	 116080	 115678	 115298	 114903	 114522	 114163	 113822	 113499	 113192	 112901	 112582	 112247	 111932	 111635	 111355	 111089	 110838	 110600	 110373	 110158	 109953	 109736	 109502	 109279	 109068	 108868	 108679	 108501	 108332	 108173	 108021	 107878	 107741	 107593	 107349	 107181	 107042	 106912	 106792	 106683	 106561	 106429	 106315	 106208	 106108	 106013		//-34.5 ℃
 131029	 129731	 128415	 127242	 126188	 125233	 124362	 123563	 122826	 122145	 121512	 120922	 120370	 119853	 119368	 118910	 118331	 117791	 117284	 116808	 116360	 115938	 115539	 115162	 114769	 114392	 114035	 113697	 113377	 113072	 112783	 112466	 112134	 111822	 111527	 111249	 110986	 110736	 110500	 110275	 110062	 109859	 109644	 109411	 109191	 108982	 108783	 108596	 108419	 108252	 108093	 107943	 107801	 107666	 107518	 107277	 107111	 106972	 106843	 106725	 106616	 106496	 106365	 106252	 106146	 106046	 105952		//-34.0 ℃
 130793	 129503	 128193	 127027	 125979	 125029	 124163	 123369	 122637	 121960	 121331	 120745	 120197	 119683	 119201	 118746	 118172	 117635	 117132	 116659	 116215	 115796	 115400	 115025	 114635	 114261	 113907	 113571	 113254	 112952	 112664	 112351	 112021	 111711	 111419	 111143	 110882	 110635	 110400	 110178	 109966	 109764	 109551	 109321	 109102	 108895	 108698	 108512	 108337	 108171	 108014	 107865	 107724	 107590	 107444	 107205	 107041	 106903	 106775	 106657	 106549	 106430	 106301	 106189	 106084	 105985	 105892		//-33.5 ℃
 130557	 129273	 127970	 126811	 125769	 124825	 123964	 123175	 122447	 121775	 121150	 120567	 120023	 119513	 119033	 118582	 118012	 117479	 116979	 116510	 116069	 115653	 115260	 114888	 114501	 114130	 113778	 113446	 113131	 112831	 112546	 112235	 111908	 111601	 111311	 111037	 110778	 110533	 110301	 110080	 109870	 109670	 109459	 109230	 109013	 108808	 108612	 108428	 108254	 108090	 107935	 107787	 107647	 107514	 107370	 107133	 106970	 106833	 106707	 106590	 106482	 106365	 106237	 106126	 106022	 105924	 105832		//-33.0 ℃
 130320	 129043	 127747	 126594	 125558	 124620	 123764	 122980	 122257	 121589	 120968	 120389	 119848	 119342	 118866	 118417	 117851	 117322	 116826	 116361	 115923	 115510	 115120	 114751	 114367	 113998	 113650	 113320	 113007	 112710	 112428	 112119	 111795	 111490	 111202	 110931	 110674	 110431	 110201	 109982	 109774	 109575	 109366	 109139	 108925	 108721	 108527	 108344	 108172	 108009	 107855	 107709	 107570	 107438	 107295	 107061	 106900	 106764	 106638	 106522	 106415	 106299	 106173	 106063	 105960	 105863	 105772		//-32.5 ℃
 130082	 128811	 127523	 126376	 125346	 124414	 123564	 122784	 122066	 121402	 120785	 120211	 119674	 119170	 118698	 118252	 117690	 117165	 116673	 116211	 115776	 115366	 114979	 114613	 114233	 113867	 113521	 113194	 112884	 112589	 112309	 112003	 111681	 111379	 111094	 110825	 110570	 110329	 110101	 109884	 109677	 109481	 109273	 109049	 108836	 108634	 108442	 108261	 108090	 107928	 107776	 107631	 107493	 107363	 107221	 106989	 106829	 106694	 106570	 106454	 106349	 106234	 106109	 106000	 105898	 105802	 105711		//-32.0 ℃
 129842	 128579	 127298	 126158	 125134	 124207	 123362	 122588	 121875	 121215	 120602	 120031	 119498	 118998	 118529	 118087	 117529	 117008	 116519	 116061	 115629	 115223	 114839	 114476	 114098	 113735	 113392	 113068	 112760	 112468	 112190	 111886	 111568	 111268	 110985	 110718	 110466	 110227	 110000	 109785	 109581	 109386	 109180	 108958	 108747	 108546	 108356	 108177	 108007	 107847	 107696	 107552	 107416	 107287	 107146	 106917	 106758	 106625	 106501	 106387	 106282	 106168	 106045	 105937	 105836	 105741	 105651		//-31.5 ℃
 129602	 128346	 127072	 125939	 124921	 124000	 123160	 122391	 121682	 121027	 120419	 119852	 119322	 118826	 118360	 117921	 117368	 116850	 116365	 115910	 115482	 115079	 114698	 114337	 113963	 113603	 113263	 112941	 112636	 112346	 112071	 111770	 111454	 111156	 110876	 110612	 110362	 110125	 109900	 109687	 109484	 109291	 109087	 108867	 108658	 108459	 108271	 108093	 107925	 107766	 107616	 107474	 107339	 107211	 107072	 106845	 106688	 106555	 106433	 106319	 106215	 106102	 105981	 105874	 105774	 105680	 105591		//-31.0 ℃
 129361	 128112	 126845	 125719	 124708	 123792	 122958	 122194	 121490	 120839	 120234	 119672	 119146	 118653	 118191	 117755	 117205	 116692	 116211	 115760	 115335	 114935	 114557	 114199	 113828	 113471	 113133	 112814	 112512	 112225	 111951	 111653	 111340	 111045	 110767	 110505	 110257	 110022	 109800	 109588	 109387	 109196	 108994	 108776	 108568	 108372	 108185	 108009	 107843	 107685	 107537	 107396	 107262	 107135	 106997	 106773	 106617	 106486	 106364	 106252	 106148	 106037	 105917	 105811	 105712	 105619	 105530		//-30.5 ℃
 129119	 127877	 126618	 125498	 124493	 123584	 122755	 121995	 121296	 120650	 120050	 119491	 118969	 118480	 118021	 117588	 117043	 116533	 116056	 115608	 115187	 114790	 114415	 114061	 113692	 113338	 113004	 112687	 112387	 112103	 111832	 111536	 111226	 110933	 110658	 110398	 110152	 109920	 109699	 109490	 109291	 109101	 108901	 108685	 108479	 108284	 108099	 107925	 107760	 107604	 107457	 107317	 107185	 107059	 106923	 106701	 106546	 106416	 106296	 106184	 106081	 105971	 105853	 105748	 105650	 105557	 105470		//-30.0 ℃
 128876	 127641	 126389	 125277	 124278	 123374	 122551	 121797	 121102	 120460	 119865	 119310	 118791	 118306	 117850	 117421	 116880	 116375	 115901	 115457	 115039	 114645	 114273	 113922	 113556	 113205	 112874	 112560	 112263	 111981	 111712	 111419	 111111	 110822	 110549	 110291	 110048	 109817	 109599	 109391	 109194	 109006	 108808	 108593	 108390	 108197	 108014	 107841	 107677	 107523	 107377	 107239	 107108	 106983	 106848	 106629	 106476	 106347	 106227	 106116	 106014	 105906	 105789	 105685	 105588	 105496	 105410		//-29.5 ℃
 128632	 127404	 126160	 125054	 124062	 123164	 122346	 121597	 120908	 120270	 119679	 119128	 118614	 118132	 117679	 117254	 116717	 116215	 115746	 115305	 114891	 114500	 114131	 113782	 113420	 113072	 112743	 112433	 112138	 111858	 111592	 111302	 110997	 110710	 110439	 110184	 109943	 109714	 109498	 109292	 109097	 108911	 108714	 108502	 108300	 108109	 107928	 107756	 107595	 107442	 107297	 107160	 107031	 106907	 106773	 106556	 106405	 106277	 106158	 106049	 105948	 105840	 105725	 105622	 105526	 105435	 105349		//-29.0 ℃
 128387	 127166	 125930	 124831	 123845	 122953	 122141	 121397	 120713	 120080	 119492	 118946	 118435	 117957	 117508	 117086	 116553	 116056	 115590	 115153	 114742	 114354	 113989	 113643	 113284	 112939	 112613	 112305	 112013	 111736	 111472	 111184	 110882	 110597	 110330	 110077	 109838	 109611	 109397	 109193	 109000	 108815	 108621	 108410	 108211	 108022	 107842	 107672	 107512	 107361	 107218	 107082	 106953	 106831	 106699	 106484	 106334	 106207	 106090	 105981	 105881	 105774	 105661	 105559	 105464	 105374	 105289		//-28.5 ℃
 128141	 126927	 125699	 124607	 123628	 122742	 121935	 121196	 120517	 119888	 119306	 118763	 118256	 117782	 117336	 116917	 116389	 115896	 115434	 115000	 114593	 114209	 113846	 113503	 113147	 112805	 112482	 112177	 111888	 111613	 111352	 111067	 110767	 110485	 110220	 109969	 109732	 109508	 109296	 109094	 108902	 108720	 108527	 108319	 108121	 107934	 107756	 107588	 107429	 107279	 107138	 107003	 106876	 106755	 106624	 106412	 106263	 106138	 106021	 105913	 105814	 105709	 105597	 105496	 105402	 105313	 105229		//-28.0 ℃
 127894	 126688	 125467	 124382	 123409	 122529	 121728	 120995	 120320	 119697	 119118	 118579	 118077	 117606	 117164	 116748	 116224	 115735	 115277	 114847	 114443	 114062	 113703	 113363	 113010	 112671	 112351	 112049	 111762	 111490	 111231	 110949	 110652	 110373	 110110	 109862	 109627	 109405	 109195	 108995	 108805	 108624	 108434	 108227	 108032	 107846	 107670	 107503	 107346	 107198	 107058	 106925	 106799	 106679	 106549	 106339	 106192	 106068	 105952	 105846	 105747	 105643	 105533	 105433	 105340	 105252	 105169		//-27.5 ℃
 127646	 126447	 125234	 124156	 123190	 122316	 121521	 120793	 120123	 119504	 118930	 118396	 117897	 117430	 116991	 116579	 116059	 115574	 115120	 114694	 114293	 113916	 113560	 113223	 112873	 112537	 112220	 111920	 111636	 111367	 111110	 110831	 110537	 110260	 110000	 109754	 109522	 109302	 109093	 108895	 108707	 108529	 108340	 108136	 107942	 107758	 107584	 107419	 107263	 107117	 106978	 106846	 106721	 106602	 106474	 106267	 106122	 105998	 105884	 105778	 105680	 105578	 105468	 105370	 105278	 105190	 105108		//-27.0 ℃
 127397	 126205	 125000	 123930	 122970	 122102	 121313	 120590	 119925	 119311	 118741	 118211	 117716	 117253	 116818	 116409	 115894	 115413	 114963	 114540	 114143	 113769	 113416	 113082	 112736	 112403	 112089	 111792	 111510	 111243	 110989	 110712	 110421	 110147	 109889	 109646	 109416	 109198	 108992	 108796	 108610	 108433	 108246	 108044	 107852	 107670	 107497	 107334	 107180	 107035	 106898	 106767	 106644	 106526	 106399	 106195	 106051	 105929	 105815	 105710	 105613	 105512	 105404	 105307	 105215	 105129	 105048		//-26.5 ℃
 127146	 125962	 124765	 123702	 122749	 121888	 121104	 120386	 119727	 119117	 118552	 118026	 117535	 117075	 116644	 116238	 115728	 115251	 114805	 114386	 113993	 113622	 113272	 112941	 112598	 112268	 111957	 111663	 111384	 111120	 110868	 110594	 110305	 110034	 109779	 109538	 109310	 109095	 108890	 108696	 108512	 108337	 108152	 107952	 107762	 107582	 107411	 107250	 107097	 106953	 106817	 106688	 106566	 106450	 106324	 106122	 105980	 105859	 105746	 105642	 105546	 105446	 105340	 105244	 105153	 105068	 104988		//-26.0 ℃
 126895	 125719	 124529	 123474	 122527	 121672	 120894	 120182	 119527	 118923	 118362	 117840	 117353	 116898	 116470	 116068	 115561	 115089	 114647	 114232	 113842	 113474	 113128	 112800	 112460	 112133	 111825	 111534	 111258	 110996	 110747	 110475	 110190	 109921	 109668	 109430	 109204	 108991	 108789	 108597	 108414	 108241	 108058	 107860	 107672	 107494	 107325	 107165	 107014	 106872	 106737	 106610	 106489	 106374	 106249	 106050	 105909	 105789	 105678	 105575	 105480	 105381	 105276	 105181	 105091	 105007	 104927		//-25.5 ℃
 126642	 125474	 124293	 123244	 122305	 121456	 120684	 119977	 119328	 118728	 118171	 117654	 117171	 116719	 116295	 115896	 115395	 114926	 114488	 114077	 113690	 113326	 112983	 112658	 112321	 111998	 111693	 111404	 111131	 110872	 110625	 110356	 110073	 109808	 109557	 109321	 109098	 108887	 108687	 108497	 108316	 108145	 107964	 107768	 107582	 107406	 107238	 107080	 106931	 106790	 106657	 106531	 106411	 106297	 106174	 105977	 105838	 105719	 105609	 105507	 105413	 105315	 105212	 105118	 105029	 104946	 104867		//-25.0 ℃
 126389	 125228	 124055	 123014	 122081	 121239	 120472	 119771	 119127	 118532	 117980	 117467	 116988	 116540	 116120	 115725	 115227	 114763	 114329	 113922	 113539	 113178	 112838	 112517	 112183	 111862	 111560	 111275	 111004	 110747	 110503	 110237	 109957	 109694	 109446	 109213	 108992	 108783	 108585	 108397	 108218	 108048	 107869	 107675	 107492	 107317	 107152	 106995	 106848	 106708	 106577	 106452	 106333	 106221	 106099	 105904	 105767	 105649	 105540	 105439	 105346	 105249	 105147	 105054	 104967	 104884	 104807		//-24.5 ℃
 126134	 124981	 123816	 122783	 121857	 121021	 120260	 119565	 118926	 118336	 117789	 117280	 116805	 116361	 115944	 115552	 115060	 114600	 114170	 113766	 113387	 113030	 112693	 112374	 112044	 111727	 111427	 111145	 110877	 110623	 110381	 110118	 109841	 109580	 109335	 109104	 108885	 108679	 108483	 108297	 108120	 107952	 107775	 107583	 107401	 107229	 107065	 106910	 106764	 106627	 106496	 106373	 106256	 106144	 106024	 105832	 105695	 105579	 105471	 105371	 105279	 105184	 105083	 104991	 104905	 104823	 104746		//-24.0 ℃
 125878	 124733	 123576	 122550	 121632	 120802	 120048	 119358	 118724	 118139	 117596	 117092	 116621	 116181	 115768	 115379	 114891	 114436	 114010	 113610	 113234	 112881	 112547	 112232	 111905	 111591	 111294	 111015	 110749	 110498	 110259	 109998	 109724	 109466	 109224	 108995	 108779	 108574	 108381	 108197	 108022	 107856	 107680	 107491	 107311	 107140	 106979	 106825	 106681	 106545	 106416	 106294	 106178	 106068	 105949	 105759	 105624	 105509	 105403	 105304	 105212	 105118	 105019	 104928	 104842	 104762	 104686		//-23.5 ℃
 125621	 124484	 123335	 122317	 121405	 120582	 119834	 119150	 118521	 117941	 117403	 116903	 116437	 116000	 115591	 115206	 114723	 114271	 113849	 113454	 113082	 112732	 112401	 112089	 111765	 111454	 111161	 110884	 110622	 110373	 110137	 109879	 109607	 109352	 109112	 108886	 108672	 108470	 108278	 108096	 107923	 107759	 107586	 107398	 107220	 107052	 106892	 106740	 106598	 106463	 106335	 106214	 106100	 105991	 105874	 105686	 105553	 105439	 105334	 105236	 105145	 105052	 104955	 104865	 104780	 104701	 104625		//-23.0 ℃
 125363	 124233	 123093	 122083	 121178	 120362	 119620	 118941	 118318	 117742	 117209	 116714	 116251	 115819	 115414	 115032	 114553	 114107	 113689	 113297	 112929	 112582	 112255	 111946	 111625	 111318	 111028	 110753	 110494	 110248	 110014	 109759	 109490	 109238	 109001	 108777	 108565	 108365	 108176	 107996	 107825	 107662	 107491	 107305	 107130	 106963	 106805	 106655	 106514	 106381	 106255	 106135	 106022	 105915	 105799	 105614	 105482	 105369	 105265	 105168	 105078	 104987	 104890	 104802	 104718	 104639	 104565		//-22.5 ℃
 125103	 123982	 122851	 121848	 120950	 120140	 119404	 118732	 118114	 117543	 117015	 116524	 116066	 115637	 115236	 114858	 114384	 113941	 113528	 113140	 112775	 112432	 112108	 111802	 111485	 111181	 110894	 110622	 110366	 110122	 109891	 109638	 109373	 109124	 108889	 108667	 108458	 108260	 108073	 107895	 107726	 107565	 107396	 107213	 107039	 106874	 106718	 106570	 106430	 106299	 106174	 106056	 105944	 105838	 105724	 105541	 105411	 105299	 105196	 105100	 105011	 104921	 104826	 104738	 104656	 104578	 104505		//-22.0 ℃
 124842	 123729	 122607	 121612	 120721	 119918	 119188	 118521	 117909	 117344	 116820	 116333	 115879	 115455	 115057	 114683	 114214	 113776	 113366	 112982	 112621	 112282	 111961	 111659	 111345	 111044	 110760	 110491	 110237	 109997	 109768	 109518	 109256	 109009	 108777	 108558	 108351	 108156	 107970	 107794	 107627	 107468	 107301	 107120	 106948	 106786	 106631	 106485	 106347	 106217	 106093	 105977	 105866	 105761	 105648	 105468	 105339	 105229	 105127	 105032	 104944	 104855	 104762	 104675	 104594	 104517	 104444		//-21.5 ℃
 124580	 123476	 122361	 121375	 120491	 119695	 118971	 118310	 117703	 117143	 116624	 116142	 115693	 115272	 114878	 114508	 114043	 113609	 113204	 112824	 112467	 112131	 111814	 111514	 111204	 110906	 110625	 110360	 110109	 109871	 109644	 109397	 109138	 108894	 108665	 108448	 108244	 108050	 107867	 107693	 107528	 107371	 107206	 107027	 106857	 106697	 106544	 106399	 106263	 106134	 106013	 105897	 105788	 105684	 105573	 105395	 105268	 105159	 105058	 104964	 104877	 104790	 104698	 104612	 104531	 104455	 104384		//-21.0 ℃
 124317	 123221	 122115	 121136	 120261	 119471	 118754	 118098	 117497	 116942	 116428	 115950	 115505	 115089	 114699	 114332	 113872	 113443	 113042	 112666	 112312	 111980	 111666	 111370	 111063	 110768	 110490	 110228	 109980	 109744	 109521	 109277	 109020	 108779	 108552	 108338	 108136	 107945	 107764	 107592	 107429	 107274	 107111	 106934	 106766	 106608	 106457	 106314	 106179	 106052	 105932	 105818	 105710	 105608	 105497	 105322	 105197	 105089	 104989	 104896	 104811	 104724	 104633	 104549	 104469	 104394	 104323		//-20.5 ℃
 124053	 122964	 121868	 120897	 120029	 119246	 118535	 117886	 117290	 116740	 116231	 115758	 115317	 114905	 114519	 114156	 113700	 113276	 112879	 112507	 112157	 111828	 111518	 111225	 110921	 110630	 110355	 110096	 109851	 109618	 109397	 109156	 108902	 108664	 108440	 108228	 108029	 107840	 107661	 107491	 107330	 107177	 107015	 106841	 106675	 106518	 106369	 106228	 106095	 105970	 105851	 105739	 105632	 105531	 105422	 105249	 105125	 105019	 104920	 104828	 104744	 104658	 104569	 104485	 104407	 104333	 104263		//-20.0 ℃
 123787	 122707	 121619	 120657	 119796	 119020	 118316	 117672	 117082	 116537	 116033	 115565	 115128	 114720	 114338	 113979	 113528	 113108	 112715	 112347	 112002	 111676	 111370	 111080	 110780	 110492	 110220	 109964	 109721	 109491	 109273	 109034	 108784	 108548	 108327	 108118	 107921	 107734	 107558	 107390	 107231	 107079	 106920	 106748	 106584	 106429	 106282	 106143	 106011	 105887	 105770	 105659	 105554	 105454	 105347	 105176	 105054	 104949	 104851	 104761	 104677	 104592	 104504	 104422	 104345	 104271	 104203		//-19.5 ℃
 123519	 122448	 121370	 120415	 119562	 118793	 118095	 117458	 116873	 116334	 115835	 115371	 114939	 114535	 114157	 113801	 113355	 112940	 112552	 112188	 111846	 111524	 111221	 110935	 110638	 110353	 110085	 109831	 109591	 109364	 109148	 108913	 108665	 108433	 108214	 108008	 107813	 107629	 107454	 107289	 107131	 106982	 106824	 106654	 106493	 106340	 106195	 106057	 105927	 105805	 105689	 105579	 105476	 105377	 105271	 105103	 104982	 104879	 104782	 104693	 104610	 104527	 104440	 104359	 104282	 104210	 104142		//-19.0 ℃
 123251	 122188	 121119	 120173	 119327	 118565	 117874	 117243	 116663	 116130	 115635	 115176	 114749	 114349	 113975	 113623	 113182	 112771	 112387	 112027	 111690	 111372	 111072	 110789	 110495	 110214	 109949	 109698	 109461	 109237	 109024	 108791	 108547	 108317	 108101	 107897	 107705	 107523	 107350	 107187	 107032	 106884	 106729	 106561	 106401	 106250	 106107	 105971	 105843	 105722	 105608	 105500	 105397	 105300	 105195	 105030	 104911	 104808	 104713	 104625	 104543	 104461	 104376	 104295	 104220	 104149	 104082		//-18.5 ℃
 122981	 121927	 120867	 119929	 119091	 118336	 117652	 117027	 116453	 115925	 115435	 114981	 114558	 114163	 113792	 113444	 113009	 112602	 112223	 111867	 111533	 111219	 110922	 110642	 110352	 110074	 109813	 109565	 109331	 109109	 108899	 108669	 108428	 108201	 107987	 107786	 107596	 107417	 107247	 107085	 106932	 106786	 106633	 106467	 106310	 106161	 106019	 105885	 105759	 105640	 105527	 105420	 105319	 105223	 105120	 104957	 104839	 104738	 104644	 104557	 104476	 104395	 104311	 104232	 104158	 104087	 104021		//-18.0 ℃
