//该系数为 实际值*100000
//注意：若取值<0，则无效。
//密度范围：335～680，单位：kg/m³
//温度范围：-40.0～+50.0，单位：℃
//335      340      345      350      355      360      365      370      375      380      385      390      395      400      405      410      415      420      425      430      435      440      445      450      455      460      465      470      475      480      485      490      495      500      505      510      515      520      525      530      535      540      545      550      555      560      565      570      575      580      585      590      595      600      605      610      615      620      625      630      635      640      645      650      655      660      665      670      675      680      	kg/m³
 141685,  140088,  138358,  136777,  135328,  133997,  132773,  131642,  130596,  129625,  128721,  127879,  127091,  126353,  125661,  125009,  124395,  123797,  123079,  122405,  121772,  121174,  120611,  120078,  119575,  119097,  118615,  118137,  117684,  117255,  116848,  116460,  116091,  115737,  115315,  114917,  114541,  114186,  113850,  113531,  113229,  112941,  112668,  112407,  112159,  111884,  111602,  111333,  111079,  110836,  110608,  110391,  110186,  109992,  109808,  109632,  109466,  109284,  108990,  108785,  108615,  108458,  108313,  108179,  108034,  107866,  107727,  107596,  107472,  107356, 	//-40.0 ℃
 141446,  139854,  138131,  136556,  135113,  133788,  132568,  131442,  130400,  129434,  128535,  127696,  126912,  126178,  125489,  124840,  124230,  123634,  122921,  122250,  121620,  121026,  120466,  119936,  119435,  118960,  118481,  118006,  117556,  117129,  116724,  116339,  115972,  115620,  115201,  114805,  114432,  114079,  113745,  113428,  113128,  112842,  112570,  112312,  112065,  111792,  111512,  111245,  110992,  110751,  110524,  110309,  110106,  109913,  109729,  109555,  109390,  109209,  108918,  108714,  108546,  108389,  108245,  108112,  107967,  107802,  107664,  107534,  107411,  107295, 	//-39.5 ℃
 141205,  139620,  137903,  136334,  134897,  133577,  132363,  131242,  130205,  129242,  128347,  127513,  126733,  126002,  125316,  124671,  124064,  123471,  122761,  122095,  121468,  120877,  120320,  119793,  119295,  118823,  118347,  117874,  117427,  117003,  116600,  116218,  115853,  115504,  115087,  114694,  114323,  113972,  113640,  113325,  113027,  112743,  112473,  112216,  111971,  111700,  111421,  111157,  110905,  110666,  110440,  110227,  110025,  109833,  109651,  109478,  109314,  109135,  108846,  108644,  108476,  108320,  108177,  108044,  107901,  107738,  107600,  107471,  107349,  107234, 	//-39.0 ℃
 140964,  139385,  137675,  136112,  134680,  133366,  132157,  131041,  130008,  129051,  128160,  127329,  126553,  125826,  125143,  124502,  123897,  123308,  122602,  121939,  121315,  120728,  120174,  119650,  119155,  118686,  118212,  117742,  117298,  116876,  116476,  116096,  115734,  115387,  114972,  114582,  114213,  113865,  113535,  113222,  112926,  112644,  112376,  112120,  111877,  111608,  111331,  111068,  110818,  110581,  110357,  110145,  109944,  109754,  109573,  109401,  109238,  109060,  108773,  108573,  108406,  108251,  108109,  107977,  107835,  107673,  107537,  107409,  107288,  107173, 	//-38.5 ℃
 140723,  139149,  137445,  135888,  134463,  133154,  131950,  130839,  129812,  128858,  127971,  127145,  126372,  125649,  124970,  124332,  123730,  123144,  122442,  121782,  121162,  120579,  120028,  119507,  119014,  118548,  118077,  117610,  117169,  116750,  116352,  115975,  115615,  115270,  114858,  114470,  114103,  113757,  113430,  113119,  112825,  112545,  112278,  112025,  111783,  111515,  111241,  110980,  110732,  110496,  110273,  110062,  109863,  109674,  109495,  109324,  109162,  108985,  108701,  108502,  108336,  108183,  108040,  107910,  107769,  107609,  107474,  107346,  107226,  107113, 	//-38.0 ℃
 140480,  138912,  137215,  135664,  134245,  132942,  131743,  130637,  129614,  128665,  127783,  126960,  126191,  125472,  124796,  124161,  123563,  122980,  122282,  121626,  121009,  120429,  119881,  119363,  118874,  118410,  117942,  117478,  117039,  116623,  116228,  115853,  115495,  115152,  114743,  114358,  113994,  113650,  113324,  113016,  112723,  112445,  112181,  111929,  111689,  111423,  111150,  110891,  110645,  110411,  110189,  109980,  109782,  109595,  109416,  109247,  109086,  108911,  108629,  108431,  108267,  108114,  107972,  107842,  107703,  107544,  107410,  107284,  107164,  107052, 	//-37.5 ℃
 140236,  138674,  136984,  135440,  134026,  132729,  131535,  130434,  129416,  128472,  127593,  126775,  126010,  125294,  124622,  123990,  123395,  122816,  122121,  121469,  120856,  120279,  119734,  119220,  118733,  118272,  117807,  117346,  116909,  116496,  116104,  115731,  115375,  115035,  114628,  114245,  113884,  113542,  113219,  112913,  112622,  112346,  112083,  111833,  111594,  111331,  111060,  110802,  110558,  110325,  110106,  109898,  109701,  109515,  109338,  109170,  109010,  108836,  108557,  108360,  108197,  108045,  107904,  107775,  107636,  107480,  107347,  107221,  107103,  106991, 	//-37.0 ℃
 139992,  138436,  136752,  135214,  133807,  132515,  131327,  130231,  129217,  128277,  127404,  126589,  125828,  125116,  124447,  123819,  123227,  122651,  121960,  121312,  120702,  120128,  119587,  119075,  118592,  118133,  117671,  117213,  116780,  116369,  115979,  115608,  115256,  114917,  114513,  114133,  113774,  113434,  113113,  112809,  112520,  112246,  111985,  111737,  111500,  111238,  110969,  110713,  110471,  110240,  110022,  109815,  109620,  109435,  109260,  109093,  108934,  108761,  108484,  108290,  108127,  107976,  107836,  107707,  107570,  107416,  107283,  107159,  107041,  106930, 	//-36.5 ℃
 139747,  138197,  136520,  134988,  133586,  132300,  131118,  130027,  129018,  128083,  127213,  126403,  125646,  124937,  124272,  123647,  123059,  122485,  121798,  121154,  120548,  119978,  119439,  118931,  118450,  117995,  117536,  117080,  116649,  116241,  115854,  115486,  115135,  114799,  114398,  114020,  113663,  113327,  113008,  112705,  112419,  112146,  111887,  111640,  111405,  111145,  110878,  110625,  110383,  110154,  109938,  109733,  109539,  109355,  109181,  109016,  108858,  108687,  108412,  108219,  108057,  107907,  107768,  107640,  107504,  107351,  107220,  107096,  106980,  106870, 	//-36.0 ℃
 139500,  137956,  136286,  134761,  133365,  132085,  130908,  129822,  128818,  127888,  127022,  126216,  125463,  124758,  124097,  123475,  122890,  122319,  121637,  120996,  120394,  119827,  119292,  118786,  118308,  117856,  117399,  116947,  116519,  116114,  115729,  115363,  115015,  114681,  114283,  113907,  113553,  113218,  112902,  112602,  112317,  112046,  111789,  111544,  111311,  111053,  110787,  110536,  110296,  110069,  109854,  109650,  109458,  109276,  109103,  108938,  108782,  108612,  108340,  108148,  107987,  107838,  107700,  107573,  107438,  107287,  107156,  107034,  106918,  106809, 	//-35.5 ℃
